Item Number,Category Name,Item Description,Vendor,Vendor Name,Bottle Volume__ml,Pack,Inner Pack,Age,Proof,List Date,UPC,SCC,State Bottle Cost,State Case Cost,State Bottle Retail,Report Date
986781,CORN WHISKIES,OLE SMOKY PEACHES MOONSHINE,346,OLE SMOKY DISTILLERY LLC,750,6,1,0,100,08/01/2020,856011004861,1008519260047,12.50,75.00,18.75,03/01/2024
986782,NEUTRAL GRAIN SPIRITS FLAVORED,SOOH OLE SMOKY STRAWBERRY MOONSHINE,346,OLE SMOKY DISTILLERY LLC,750,6,1,0,65,08/01/2023,856011004878,10083664874139,13.00,78.00,19.50,03/01/2024
986828,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY HUNCH PUNCH MOONSHINE MINI,346,OLE SMOKY DISTILLERY LLC,50,8,6,0,80,12/01/2018,854628006056,10000513072935,8.75,70.00,13.13,03/01/2024
986830,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY MARGARITA MOONSHINE,346,OLE SMOKY DISTILLERY LLC,750,6,1,0,40,04/01/2016,856011004762,1008519260047,11.00,66.00,16.50,03/01/2024
986832,WHISKEY LIQUEUR,REBEL GINGER WHISKEY DISCO,434,LUXCO INC,750,6,1,0,70,09/01/2019,88352131252,8124050014724,8.50,51.00,12.75,03/01/2024
986845,NEUTRAL GRAIN SPIRITS FLAVORED,SOOH OLE SMOKY BLACKBERRY MOONSHINE MINI,346,OLE SMOKY DISTILLERY LLC,50,8,6,0,40,12/01/2019,856011004175,10000513072935,8.75,70.00,13.13,03/01/2024
986851,NEUTRAL GRAIN SPIRITS,SOOH OLE SMOKY BLUE FLAME MOONSHINE,346,OLE SMOKY DISTILLERY LLC,750,6,1,0,128,12/01/2018,856011004595,10000513072935,13.00,78.00,19.50,03/01/2024
986856,TENNESSEE WHISKIES,AMERICAN BORN APPLE WHISKEY,342,DV SPIRITS LLC,750,12,1,0,70,06/01/2020,850192005037,10000513072935,12.50,150.00,18.75,03/01/2024
986867,STRAIGHT BOURBON WHISKIES,SOUTHERN COMFORT BLACK MINIS,421,SAZERAC COMPANY  INC,50,10,12,0,80,03/01/2024,810005380003,10083664874139,6.00,60.00,9.00,03/01/2024
986912,STRAIGHT BOURBON WHISKIES,NOBLE OAK DOUBLE OAK BOURBON,266,EDRINGTON GROUP USA LLC,750,6,1,0,80,12/01/2019,812066022076,10000513072935,18.37,110.22,27.56,03/01/2024
986937,STRAIGHT BOURBON WHISKIES,TRAILS END BOURBON,971,HOOD RIVER DISTILLERS,750,6,1,0,90,06/01/2016,84104110018,10000513072935,24.67,148.02,37.01,03/01/2024
986970,NEUTRAL GRAIN SPIRITS,OLE SMOKY BLUE FLAME MOONSHINE MINI,346,OLE SMOKY DISTILLERY LLC,50,8,6,0,128,03/01/2021,854628006780,8124050014724,8.75,70.00,13.13,03/01/2024
986971,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY PEPPERMINT MOONSHINE,346,OLE SMOKY DISTILLERY LLC,750,6,1,0,100,12/01/2022,854628006476,10083664874139,13.00,78.00,19.50,03/01/2024
986979,STRAIGHT RYE WHISKIES,NOBLE OAK RYE,266,EDRINGTON GROUP USA LLC,750,6,1,0,96,02/01/2021,812066022915,8124050014724,20.88,125.28,31.32,03/01/2024
986980,TENNESSEE WHISKIES,OLE SMOKY PECAN WHISKEY,346,OLE SMOKY DISTILLERY LLC,750,6,1,0,70,08/01/2018,854628006179,8124050014724,10.00,60.00,15.00,03/01/2024
986990,BLENDED WHISKIES,CEDAR RIDGE SIR MAPLE BOURBON WHISKEY - USE CODE 86990,125,CEDAR RIDGE VINEYARDS LL,750,1,1,0,86,12/01/2018,859824001454,1008519260047,138.00,138.00,207.00,03/01/2024
986998,BLENDED WHISKIES,SOUTHERN COMFORT,421,SAZERAC COMPANY  INC,100,48,1,0,100,02/01/2022,88004026622,10000513072935,1.40,67.20,2.10,03/01/2024
987003,TENNESSEE WHISKIES,OLE SMOKY CINNAMON WHISKEY USE CODE 87003,346,OLE SMOKY DISTILLERY LLC,750,6,1,0,70,02/01/2023,854628006162,10083664874139,11.00,66.00,16.50,03/01/2024
987012,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY BUTTER PECAN MOONSHINE,346,OLE SMOKY DISTILLERY LLC,750,6,1,0,35,11/01/2019,854628006728,8124050014724,12.50,75.00,18.75,03/01/2024
987018,TENNESSEE WHISKIES,OLE SMOKY PEACH WHISKEY,346,OLE SMOKY DISTILLERY LLC,750,6,1,0,70,03/01/2020,854628006520,1008519260047,10.00,60.00,15.00,03/01/2024
987031,100% AGAVE TEQUILA,ADICTIVO EXTRA ANEJO CRISTALINO,163,STOLLER IMPORTS INC / MARSALLE COMPANY,750,6,1,0,80,01/01/2023,829782000264,10083664874139,57.50,345.00,86.25,03/01/2024
987032,IMPORTED DISTILLED SPIRITS SPECIALTY,KAMIKI INTENSE WHISKY,368,PARK STREET IMPORTS,750,6,1,0,96,04/01/2023,589858890099,10083664874139,53.30,319.80,79.95,03/01/2024
987033,100% AGAVE TEQUILA,SOOH ADICTIVO ANEJO,163,STOLLER IMPORTS INC / MARSALLE COMPANY,750,6,1,0,80,03/01/2023,750046221432,10083664874139,34.50,207.00,51.75,03/01/2024
987039,TENNESSEE WHISKIES,OLE SMOKY BOURBON BALL,346,OLE SMOKY DISTILLERY LLC,750,6,1,0,35,05/01/2020,853915008131,8124050014724,11.00,66.00,16.50,03/01/2024
987059,TENNESSEE WHISKIES,TOMMYROTTER TENNESSEE WHISKEY CIDER CASK FINISH,357,PALM BAY INTERNATIONAL,750,6,1,7,96,01/01/2024,735551808224,10083664874139,32.67,196.02,49.01,03/01/2024
987080,MEZCAL,AMARAS CUPREATA JOVEN MEZCAL,065,JIM BEAM BRANDS,750,6,1,0,43,10/01/2022,819749020022,10083664874139,32.50,195.00,48.75,03/01/2024
987082,IMPORTED CORDIALS & LIQUEURS,SOOH CHERRY HEERING,368,PARK STREET IMPORTS,750,6,1,0,24,06/01/2016,87752018583,8124050014724,16.03,96.18,24.05,03/01/2024
987102,100% AGAVE TEQUILA,AMOR SILVER,580,MARA IMPORTS,750,6,1,0,80,04/01/2021,860000398602,8124050014724,26.50,159.00,39.75,03/01/2024
987108,IMPORTED DISTILLED SPIRITS SPECIALTY,AMOR MIO BLANCO,580,MARA IMPORTS,750,6,1,0,80,02/01/2021,75030188585,8124050014724,33.00,198.00,49.50,03/01/2024
987109,100% AGAVE TEQUILA,ARTENOM 1123 BLANCO HISTORICO TEQUILA,807,TERRANOVA SPIRITS LLC,750,6,1,28,86,03/01/2023,618115103068,10083664874139,54.17,325.02,81.26,03/01/2024
987121,100% AGAVE TEQUILA,CAMPOVASO BLANCO TEQUILA,380,PHILLIPS BEVERAGE,750,6,1,0,80,06/01/2023,87116006829,10083664874139,18.84,113.04,28.26,03/01/2024
987132,100% AGAVE TEQUILA,TEQUILA KOMOS EXTRA ANEJO,205,E & J GALLO WINERY,750,6,1,0,80,03/01/2022,860001753493,10000513072935,205.12,1230.72,307.68,03/01/2024
987133,100% AGAVE TEQUILA,ARTENOM SELECCION DE 1579 BLANCO,807,TERRANOVA SPIRITS LLC,750,6,1,0,80,02/01/2021,618115103051,8124050014724,35.34,212.04,53.01,03/01/2024
987136,100% AGAVE TEQUILA,ASOMBROSO SILVER TEQUILA,736,CALIFORNIA TEQUILA INC,750,6,1,0,80,12/01/2023,856365000212,10083664874139,23.17,139.02,34.76,03/01/2024
987139,100% AGAVE TEQUILA,ADICTIVO EXTRA ANEJO BLACK,163,STOLLER IMPORTS INC / MARSALLE COMPANY,750,6,1,0,80,12/01/2021,618115103051,8124050014724,53.34,320.04,80.01,03/01/2024
987145,100% AGAVE TEQUILA,HA EXPRESIONES CORAZON ANEJO ELMER T LEE,421,SAZERAC COMPANY  INC,750,3,1,0,80,12/01/2021,88004051341,10000513072935,40.00,120.00,60.00,03/01/2024
987155,100% AGAVE TEQUILA,AVION SILVER,370,PERNOD RICARD USA,1000,6,1,0,80,04/01/2023,80432110447,10083664874139,27.49,164.94,41.24,03/01/2024
987156,AMERICAN FLAVORED VODKA,NORTH SHORE TWISTED CITRUS VODKA,347,NORTH SHORE DISTILLERY,750,6,1,0,80,10/01/2021,852360001285,1008519260047,21.67,130.02,32.51,03/01/2024
987159,IMPORTED BRANDIES,SOOH MILLET ARMAGNAC VS,283,BEST CASE WINES LLC,750,12,1,2,84,08/01/2016,857461002506,10083664874139,20.00,240.00,30.00,03/01/2024
987160,IMPORTED BRANDIES,SOOH MILLET ARMAGNAC VSOP,283,BEST CASE WINES LLC,750,12,1,5,84,08/01/2016,857461002513,10000513072935,28.00,336.00,42.00,03/01/2024
987161,IMPORTED BRANDIES,MILLET ARMAGNAC XO,283,BEST CASE WINES LLC,750,1,1,0,84,08/01/2016,857461002520,8124050014724,38.00,38.00,57.00,03/01/2024
987162,IMPORTED BRANDIES,CHARLES BAUR FINE D'ALSACE,283,BEST CASE WINES LLC,750,6,1,10,80,12/01/2016,811416009019,10000513072935,22.00,132.00,33.00,03/01/2024
987163,IMPORTED BRANDIES,CHARLES BAUR POIRE WILLIAM,283,BEST CASE WINES LLC,750,6,1,0,90,12/01/2016,811416009026,1008519260047,30.00,180.00,45.00,03/01/2024
987172,100% AGAVE TEQUILA,CALIROSA ROSA BLANCO,305,MHW LTD,750,6,1,0,80,03/01/2024,850044677016,10083664874139,25.00,150.00,37.50,03/01/2024
987176,100% AGAVE TEQUILA,AZUNIA BLANCO,368,PARK STREET IMPORTS,750,6,1,0,80,03/01/2018,897216002238,10000513072935,21.99,131.94,32.99,03/01/2024
987178,100% AGAVE TEQUILA,CALIROSA ANEJO,305,MHW LTD,750,6,1,0,80,03/01/2024,850044677023,10083664874139,37.50,225.00,56.25,03/01/2024
987184,MEZCAL,BOZAL BARRIL MEZCAL RESERVA,110,3 BADGE CORPORATION,750,6,1,0,94,12/01/2020,856442005840,10000513072935,62.66,375.96,93.99,03/01/2024
987185,MEZCAL,BOZAL CENIZO MEZCAL,110,3 BADGE CORPORATION,750,6,1,0,94,12/01/2020,856442005802,10000513072935,39.33,235.98,59.00,03/01/2024
987187,MEZCAL,BOZAL JABALI RESERVA MEZCAL,110,3 BADGE CORPORATION,750,6,1,0,94,12/01/2021,856442005826,1008519260047,62.66,375.96,93.99,03/01/2024
987192,MEZCAL,BOZAL TOBALA RESERVA MEZCAL,110,3 BADGE CORPORATION,750,6,1,0,92,12/01/2021,856442005864,1008519260047,62.66,375.96,93.99,03/01/2024
987210,MEZCAL,BANHEZ MEZCAL JOVEN,305,MHW LTD,1000,12,1,0,84,08/01/2019,736040538073,8124050014724,20.50,246.00,30.75,03/01/2024
987211,MEZCAL,BOZAL BORREGO MEZCAL,110,3 BADGE CORPORATION,750,6,1,0,104,05/01/2019,856442005512,10000513072935,53.33,319.98,80.00,03/01/2024
986567,IOWA SPIRITS MANUFACTURERS,CENTURY FARMS AMERICAN CLASSIC -  PERSONALIZED,594,"AMERICAN HERITAGE DISTILLERS, LLC / CENTURY FARMS DISTILLERY",750,12,1,0,92,01/01/2022,860003363898,10000513072935,8.00,96.00,12.00,03/01/2024
987217,MEZCAL,BOZAL CUISHE MEZCAL,110,3 BADGE CORPORATION,750,6,1,0,94,05/01/2019,856442005390,10000513072935,39.33,235.98,59.00,03/01/2024
987218,MEZCAL,BOZAL PECHUGA MEZCAL,110,3 BADGE CORPORATION,750,6,1,0,94,03/01/2023,856442005222,10083664874139,76.00,456.00,114.00,03/01/2024
987219,MEZCAL,BOZAL ENSAMBLE MEZCAL,110,3 BADGE CORPORATION,750,6,1,0,94,01/01/2020,856442005208,10000513072935,31.33,187.98,47.00,03/01/2024
987223,MEZCAL,BOZAL TOBASICHE MEZCAL,110,3 BADGE CORPORATION,750,6,1,0,94,05/01/2019,856442005406,1008519260047,39.33,235.98,59.00,03/01/2024
987276,100% AGAVE TEQUILA,CASA DRAGONES JOVEN SIPPING TEQUILA,305,MHW LTD,750,3,1,0,40,05/01/2018,850005002000,10000513072935,181.67,545.01,272.51,03/01/2024
987277,100% AGAVE TEQUILA,CANTERA NEGRA TEQUILA SILVER,978,W J DEUTSCH & SONS LTD,750,6,1,0,80,11/01/2018,853278007086,8124050014724,25.00,150.00,37.50,03/01/2024
987279,100% AGAVE TEQUILA,CASA DRAGONES BLANCO USE CODE 87279,305,MHW LTD,750,6,1,0,80,04/01/2019,736040532736,10000513072935,44.34,266.04,66.51,03/01/2024
987281,100% AGAVE TEQUILA,CASAMIGOS BLANCO MINI,260,DIAGEO AMERICAS,50,5,12,0,80,09/01/2019,856724006268,1008519260047,27.00,135.00,40.50,03/01/2024
987283,100% AGAVE TEQUILA,CASAMIGOS BLANCO,260,DIAGEO AMERICAS,1000,6,1,0,80,12/01/2021,856724006107,10000513072935,33.99,203.94,50.99,03/01/2024
987289,MEZCAL,CASAMIGOS MEZCAL,260,DIAGEO AMERICAS,1000,6,1,0,80,12/01/2021,856724006336,10000513072935,41.49,248.94,62.24,03/01/2024
987292,100% AGAVE TEQUILA,GRAN CAVA DE ORO PLATA,163,STOLLER IMPORTS INC / MARSALLE COMPANY,750,6,1,0,80,03/01/2022,829782100599,1008519260047,27.50,165.00,41.25,03/01/2024
987296,100% AGAVE TEQUILA,GRAN CAVA DE ORO EXTRA AGED ANEJO BLACK,163,STOLLER IMPORTS INC / MARSALLE COMPANY,750,6,1,0,80,01/01/2023,829782000264,10083664874139,42.00,252.00,63.00,03/01/2024
987297,100% AGAVE TEQUILA,GRAN CAVA DE ORO ANEJO CRISTALINO,163,STOLLER IMPORTS INC / MARSALLE COMPANY,750,6,1,0,80,03/01/2023,829782000288,10083664874139,41.00,246.00,61.50,03/01/2024
987312,100% AGAVE TEQUILA,CAZCANES BLANCO TEQUILA NO 9,368,PARK STREET IMPORTS,750,6,1,0,100,06/01/2023,721733005949,10083664874139,49.00,294.00,73.50,03/01/2024
987321,100% AGAVE TEQUILA,CENOTE BLANCO TEQUILA,277,STOLI GROUP,750,6,1,3,80,10/01/2023,811751021974,10083664874139,21.31,127.86,31.97,03/01/2024
987326,100% AGAVE TEQUILA,CHAMUCOS DIABLO BLANCO,368,PARK STREET IMPORTS,750,3,1,0,110,01/01/2021,51497258238,1008519260047,31.98,95.94,47.97,03/01/2024
987328,100% AGAVE TEQUILA,CHAMUCOS BLANCO,368,PARK STREET IMPORTS,750,6,1,0,40,09/01/2017,51497258191,1008519260047,25.00,150.00,37.50,03/01/2024
987331,100% AGAVE TEQUILA,DAHLIA CRISTALINO TEQUILA,368,PARK STREET IMPORTS,750,6,1,0,80,10/01/2021,863415000078,10000513072935,19.67,118.02,29.51,03/01/2024
987340,MEZCAL,CONVITE ESENCIAL ESPADIN MEZCAL,391,HOTALING & CO,750,6,1,0,80,05/01/2023,850025490078,10083664874139,20.84,125.04,31.26,03/01/2024
987349,MEZCAL,DEL MAGUEY VIDA DE MUERTOS,370,PERNOD RICARD USA,750,6,1,0,90,12/01/2022,618397202114,10083664874139,17.49,104.94,26.24,03/01/2024
987360,100% AGAVE TEQUILA,HA CLASE AZUL PLATA,472,"TEQUILAS PREMIUM, INC",750,6,1,0,80,11/01/2015,81240049547,10000513072935,83.34,500.04,125.01,03/01/2024
987362,MEZCAL,CLASE AZUL DURANGO MEZCAL JOVEN,472,"TEQUILAS PREMIUM, INC",750,3,1,0,88,04/01/2019,81240501106,1008519260047,143.59,430.77,215.39,03/01/2024
987364,100% AGAVE TEQUILA,CODIGO 1530 TEQUILA BLANCO MINI,370,PERNOD RICARD USA,50,5,12,0,80,05/01/2022,859061006144,8124050014724,33.48,167.40,50.22,03/01/2024
987369,100% AGAVE TEQUILA,CODIGO 1530 TEQUILA BLANCO,370,PERNOD RICARD USA,750,6,1,0,80,11/01/2018,859061006007,8124050014724,25.00,150.00,37.50,03/01/2024
987370,100% AGAVE TEQUILA,CODIGO 1530 TEQUILA ROSA BLANCO,370,PERNOD RICARD USA,750,6,1,0,80,11/01/2018,859061006113,10000513072935,30.00,180.00,45.00,03/01/2024
987373,100% AGAVE TEQUILA,CODIGO 1530 ROSA MINI,370,PERNOD RICARD USA,50,12,5,0,80,10/01/2023,859061006731,10083664874139,8.25,99.00,12.38,03/01/2024
987388,100% AGAVE TEQUILA,HA EXPRESIONES CORAZON BLANCO,421,SAZERAC COMPANY  INC,750,3,1,0,80,10/01/2016,86024016838,10000513072935,40.00,120.00,60.00,03/01/2024
987389,MIXTO TEQUILA,SOOH CONCIERE TEQUILA SILVER,368,PARK STREET IMPORTS,1000,12,1,0,80,12/01/2022,89105224122,10083664874139,6.60,79.20,9.90,03/01/2024
987392,MEZCAL,CREYENTE MEZCAL,395,PROXIMO,750,6,1,0,80,09/01/2023,811538013840,10083664874139,25.00,150.00,37.50,03/01/2024
987406,100% AGAVE TEQUILA,JOSE CUERVO RESERVA DE LA FAMILIA PLATINO,395,PROXIMO,750,6,1,0,80,10/01/2023,811538011471,10083664874139,35.00,210.00,52.50,03/01/2024
987407,100% AGAVE TEQUILA,JOSE CUERVO ESPECIAL SILVER FLASK,395,PROXIMO,100,48,1,0,80,03/01/2017,811538011990,10000513072935,1.50,72.00,2.25,03/01/2024
987416,100% AGAVE TEQUILA,JOSE CUERVO TRADICIONAL SILVER,395,PROXIMO,750,12,1,0,80,09/01/2019,811538011426,8124050014724,16.50,198.00,24.75,03/01/2024
987442,MEZCAL,DEL MAGUEY WILD PAPALOME,370,PERNOD RICARD USA,750,6,1,0,90,11/01/2019,618397201216,10000513072935,62.47,374.82,93.71,03/01/2024
987445,MEZCAL,DEL MAGUEY JABALI,370,PERNOD RICARD USA,750,6,1,0,90,01/01/2019,618397201674,1008519260047,64.96,389.76,97.44,03/01/2024
987461,MEZCAL,DEL MAGUEY LAS MILPAS,370,PERNOD RICARD USA,750,6,1,0,92,03/01/2021,618397201902,8124050014724,34.98,209.88,52.47,03/01/2024
987482,100% AGAVE TEQUILA,DON JULIO BLANCO MINI,260,DIAGEO AMERICAS,50,6,10,0,80,01/01/2018,674545000025,1008519260047,25.00,150.00,37.50,03/01/2024
987212,TEMPORARY & SPECIALTY PACKAGES,BOZAL CASTILLA RESERVA MEZCAL,110,3 BADGE CORPORATION,750,6,1,0,95,01/01/2021,856442005499,8124050014724,62.66,375.96,93.99,03/01/2024
987500,100% AGAVE TEQUILA,DULCE VIDA BLANCO 100PRF,342,DV SPIRITS LLC,750,6,1,0,100,01/01/2020,898432002002,10000513072935,20.00,120.00,30.00,03/01/2024
987503,100% AGAVE TEQUILA,DULCE VIDA BLANCO 80 1.75L TRAY PACK,342,DV SPIRITS LLC,1750,6,1,0,80,07/01/2022,898432002712,8124050014724,26.34,158.04,39.51,03/01/2024
987506,100% AGAVE TEQUILA,GRAN CENTENARIO PLATA TEQUILA,395,PROXIMO,750,12,1,0,80,07/01/2016,811538014137,8124050014724,29.50,354.00,44.25,03/01/2024
987507,SPECIAL ORDER ITEMS,SOOH 1800 SILVER,395,PROXIMO,200,24,1,0,80,05/09/2014,811538010191,1008519260047,4.67,112.00,7.01,03/01/2024
987513,SPECIAL ORDER ITEMS,1800 SILVER,395,PROXIMO,1750,6,1,0,80,05/09/2014,811538010153,10000513072935,24.50,147.00,36.75,03/01/2024
987514,IMPORTED VODKAS,KIRKLAND SIGNATURE FRENCH VODKA,217,MISA IMPORTS INC,1750,6,1,0,80,08/01/2016,96619199914,10000513072935,12.53,75.18,18.80,03/01/2024
987545,IMPORTED DISTILLED SPIRITS SPECIALTY,EL JOLGORIO CUIXE,368,PARK STREET IMPORTS,750,6,1,0,94,11/01/2020,80925100061,10000513072935,65.00,390.00,97.50,03/01/2024
987549,IMPORTED DISTILLED SPIRITS SPECIALTY,EL JOLGORIO MADRECUIXE,368,PARK STREET IMPORTS,750,6,1,0,94,11/01/2020,80925100047,8124050014724,65.00,390.00,97.50,03/01/2024
987563,100% AGAVE TEQUILA,DELEON PLATINUM,260,DIAGEO AMERICAS,750,12,1,0,80,09/01/2020,82000791973,10000513072935,19.99,239.88,29.99,03/01/2024
987568,100% AGAVE TEQUILA,CASA MEXICO EL GRAN JUBLIEO BLANCO TEQUILA,305,MHW LTD,750,6,1,0,80,01/01/2021,736040537656,10000513072935,20.00,120.00,30.00,03/01/2024
987636,100% AGAVE TEQUILA,ELVELO BLANCO TEQUILA,558,ALTAMAR BRANDS LLC,1000,6,1,0,89,06/01/2022,898627001384,8124050014724,18.75,112.50,28.13,03/01/2024
987665,100% AGAVE TEQUILA,DON FULANO BLANCO TEQUILA,205,E & J GALLO WINERY,750,6,1,0,80,10/01/2022,741638813050,10083664874139,30.00,180.00,45.00,03/01/2024
987666,100% AGAVE TEQUILA,DON FULANO BLANCO FUERTE TEQUILA,205,E & J GALLO WINERY,750,6,1,0,100,10/01/2022,741638813067,10083664874139,32.50,195.00,48.75,03/01/2024
987679,100% AGAVE TEQUILA,FORTALEZA TEQUILA BLANCO,368,PARK STREET IMPORTS,750,6,1,0,80,10/01/2018,811538010191,1008519260047,26.17,157.02,39.26,03/01/2024
987680,100% AGAVE TEQUILA,MIJENTA TEQUILA REPOSADO,784,ALTOS PLANOS INC.,750,6,1,1,80,08/01/2022,850015899010,10000513072935,36.50,219.00,54.75,03/01/2024
987483,TEMPORARY & SPECIALTY PACKAGES,DON JULIO BLANCO -USE CODE 87483,260,DIAGEO AMERICAS,1750,3,1,0,80,04/01/2023,674545000629,10083664874139,59.99,179.97,89.99,03/01/2024
987700,100% AGAVE TEQUILA,CASA DEL SOL BLANCO,460,SHAW-ROSS INTERNATIONAL,750,6,1,0,80,12/01/2021,88320700251,8124050014724,30.99,185.94,46.49,03/01/2024
987701,100% AGAVE TEQUILA,CASA DEL SOL REPOSADO,460,SHAW-ROSS INTERNATIONAL,750,6,1,0,80,12/01/2021,88320700275,10000513072935,36.00,216.00,54.00,03/01/2024
987702,100% AGAVE TEQUILA,CASA DEL SOL ANEJO,460,SHAW-ROSS INTERNATIONAL,750,6,1,0,80,12/01/2021,88320700237,10000513072935,53.50,321.00,80.25,03/01/2024
987706,MEZCAL,SOOH 400 CONEJOS MEZCAL,395,PROXIMO,750,6,1,0,80,07/01/2020,811538013628,10000513072935,15.50,93.00,23.25,03/01/2024
987707,100% AGAVE TEQUILA,BOSSCAL CONEJO MEZCAL,305,MHW LTD,750,6,1,0,84,01/01/2022,856592006094,10000513072935,51.28,307.68,76.92,03/01/2024
987708,100% AGAVE TEQUILA,BOSSCAL JOVEN MEZCAL,305,MHW LTD,750,6,1,0,84,01/01/2022,856592006063,10000513072935,23.07,138.42,34.61,03/01/2024
987709,100% AGAVE TEQUILA,BOSSCAL DAMIANA MEZCAL,305,MHW LTD,750,6,1,0,84,01/01/2022,856592006087,1008519260047,25.64,153.84,38.46,03/01/2024
987721,100% AGAVE TEQUILA,LOBOS 1707 EXTRA ANEJO NECKTIE,368,PARK STREET IMPORTS,750,6,1,0,80,07/01/2022,816136027923,8124050014724,85.30,511.80,127.95,03/01/2024
987730,100% AGAVE TEQUILA,TEQUILA FUENTESECA COSECHA BLANCO 2018,807,TERRANOVA SPIRITS LLC,750,4,1,0,90,02/01/2021,741638912005,1008519260047,106.25,425.00,159.38,03/01/2024
987759,100% AGAVE TEQUILA,HA CLASE AZUL MEZCAL JOVEN GUERRERO,472,"TEQUILAS PREMIUM, INC",750,3,1,0,88,10/01/2021,91000000008,8124050014724,143.59,430.77,215.39,03/01/2024
987778,MEZCAL,GEM & BOLT MEZCAL,368,PARK STREET IMPORTS,750,6,1,0,88,04/01/2024,40232376092,10083664874139,21.33,127.98,32.00,03/01/2024
987779,100% AGAVE TEQUILA,HA CLASE AZUL GOLD TEQUILA,472,"TEQUILAS PREMIUM, INC",750,3,1,0,80,08/01/2021,20212030039,10000513072935,180.00,540.00,270.00,03/01/2024
987782,100% AGAVE TEQUILA,GHOST TEQUILA,368,PARK STREET IMPORTS,750,6,1,0,80,09/01/2021,816136020153,1008519260047,16.17,97.02,24.26,03/01/2024
987793,MEZCAL,GRACIAS A DIOS MEZCAL ESPADIN,357,PALM BAY INTERNATIONAL,750,6,1,0,90,01/01/2021,86785890012,1008519260047,21.67,130.02,32.51,03/01/2024
987797,MEZCAL,GRACIAS A DIOS MEZCAL MANGO,357,PALM BAY INTERNATIONAL,750,6,1,0,90,08/01/2023,86785890074,10083664874139,23.84,143.04,35.76,03/01/2024
987799,MEZCAL,GRACIAS A DIOS MEZCAL PECHUGA,357,PALM BAY INTERNATIONAL,750,6,1,0,90,08/01/2023,86785890135,10083664874139,60.17,361.02,90.26,03/01/2024
987802,MEZCAL,GRACIAS A DIOS MEZCAL PINA,357,PALM BAY INTERNATIONAL,750,6,1,0,90,08/01/2023,86785890081,10083664874139,23.84,143.04,35.76,03/01/2024
987803,MEZCAL,GRACIAS A DIOS MEZCAL TEPEXTATE,357,PALM BAY INTERNATIONAL,750,6,1,0,90,08/01/2023,86785890050,10083664874139,49.50,297.00,74.25,03/01/2024
987805,MEZCAL,GRACIAS A DIOS MEZCAL TOBALA,357,PALM BAY INTERNATIONAL,750,6,1,0,90,08/01/2023,86785890036,10083664874139,49.50,297.00,74.25,03/01/2024
987821,MIXTO TEQUILA,HOOTERS SILVER TEQUILA DISCO,623,UNITED SPIRITS INC,1000,12,1,0,80,12/01/2019,851031004716,1008519260047,12.17,146.04,18.26,03/01/2024
987825,100% AGAVE TEQUILA,CODIGO 1530 TEQUILA ORIGEN EXTRA ANEJO GEORGE STRAIT LIMITED,370,PERNOD RICARD USA,750,3,1,0,80,10/01/2021,850018046015,10000513072935,183.34,550.02,275.01,03/01/2024
987685,TEMPORARY & SPECIALTY PACKAGES,HA CODIGO 1530 MEZCAL ANCESTRAL JOVEN,370,PERNOD RICARD USA,750,3,1,0,86,01/01/2023,850018046091,10083664874139,89.99,269.97,134.99,03/01/2024
987828,100% AGAVE TEQUILA,HONOR DEL CASTILLO REFLEXION BLANCO TEQUILA,368,PARK STREET IMPORTS,750,6,1,0,80,10/01/2021,635797137112,8124050014724,32.09,192.54,48.14,03/01/2024
987833,100% AGAVE TEQUILA,LOS VECINOS ESPADIN MEZCAL,421,SAZERAC COMPANY  INC,750,6,1,0,90,09/01/2023,88004031077,10083664874139,20.00,120.00,30.00,03/01/2024
987841,100% AGAVE TEQUILA,HERRADURA SILVER MINI,085,BROWN FORMAN CORP.,50,5,12,0,80,11/01/2019,789764103034,8124050014724,25.20,126.00,37.80,03/01/2024
987860,MEZCAL,ILEGAL MEZCAL JOVEN,368,PARK STREET IMPORTS,750,6,1,0,80,08/01/2016,89744757357,10000513072935,25.00,150.00,37.50,03/01/2024
987874,100% AGAVE TEQUILA,TRES GENERACIONES CRISTALINO,065,JIM BEAM BRANDS,750,6,1,0,80,06/01/2023,80686836247,10083664874139,35.00,210.00,52.50,03/01/2024
987880,100% AGAVE TEQUILA,LOS SUNDAYS BLANCO,460,SHAW-ROSS INTERNATIONAL,750,6,1,0,80,12/01/2021,854533007001,10000513072935,22.50,135.00,33.75,03/01/2024
987897,100% AGAVE TEQUILA,SEVERO PLATA TEQUILA,391,HOTALING & CO,750,6,1,0,80,08/01/2022,789764103034,8124050014724,25.81,154.86,38.72,03/01/2024
987901,100% AGAVE TEQUILA,AMOR EXTRA ANEJO,580,MARA IMPORTS,750,6,1,81,80,04/01/2021,860000398626,1008519260047,46.00,276.00,69.00,03/01/2024
987904,100% AGAVE TEQUILA,GRAN CENTENARIO REPOSADO,395,PROXIMO,375,12,1,0,80,01/01/2024,818844022344,10083664874139,9.50,114.00,14.25,03/01/2024
987906,100% AGAVE TEQUILA,AMOR REPOSADO,580,MARA IMPORTS,750,6,1,0,80,04/01/2021,860000398619,1008519260047,27.90,167.40,41.85,03/01/2024
