Item Number,Category Name,Item Description,Vendor,Vendor Name,Bottle Volume__ml,Pack,Inner Pack,Age,Proof,List Date,UPC,SCC,State Bottle Cost,State Case Cost,State Bottle Retail,Report Date
25044,STRAIGHT RYE WHISKIES,LUCA MARIANO OLD AMERICANA SMALL BATCH RYE,756,"LUCA MARIANO DISTILLERY, LLC",750,6,1,5,89,06/01/2023,850029560012,10083664874139,36.00,216.00,54.00,03/01/2024
25045,STRAIGHT RYE WHISKIES,LUCA MARIANO SINGLE BARREL RYE,756,"LUCA MARIANO DISTILLERY, LLC",750,6,1,7,103,06/01/2023,850029560043,10083664874139,47.70,286.20,71.55,03/01/2024
25052,BLENDED WHISKIES,BROTHERS BOND AMERICAN BLENDED RYE WHISKEY,368,PARK STREET IMPORTS,750,6,1,0,95,03/01/2024,860008679321,10083664874139,25.84,155.04,38.76,03/01/2024
25059,TENNESSEE WHISKIES,JACK DANIELS BONDED RYE 100PF,085,BROWN FORMAN CORP.,700,6,1,0,100,09/01/2023,82184006849,10083664874139,22.00,132.00,33.00,03/01/2024
25068,STRAIGHT RYE WHISKIES,EZRA BROOKS RYE 99,434,LUXCO INC,750,6,1,0,99,06/01/2023,88352139678,10083664874139,13.50,81.00,20.25,03/01/2024
25079,STRAIGHT RYE WHISKIES,CEDAR RIDGE PORT CASK FINISHED STRAIGHT RYE WHISKEY,125,CEDAR RIDGE VINEYARDS LL,750,6,1,4,94,10/01/2022,852935001337,10083664874139,29.84,179.04,44.76,03/01/2024
25039,TENNESSEE WHISKIES,JD TWICE BARRELED HERITAGE RYE,085,BROWN FORMAN CORP.,700,6,1,4,100,08/01/2023,82184007068,10083664874139,37.50,225.00,56.25,03/01/2024
25080,STRAIGHT RYE WHISKIES,CM BEVERLY HIGH RYE WHISKEY,125,CEDAR RIDGE VINEYARDS LL,750,6,1,0,96,10/01/2022,852935001337,10083664874139,29.84,179.04,44.76,03/01/2024
25090,STRAIGHT BOURBON WHISKIES,BASIL HAYDEN MALTED RYE,065,JIM BEAM BRANDS,750,6,1,0,80,02/01/2024,80686003601,10083664874139,30.00,180.00,45.00,03/01/2024
25086,TEMPORARY & SPECIALTY PACKAGES,MURRAY HILL CLUB A BOURBON BLEND,755,WINESOURCE INTERNATIONAL INC.,750,6,1,0,103,11/01/2023,851437006031,,60.14,360.84,90.21,03/01/2024
25113,STRAIGHT BOURBON WHISKIES,LEADSLINGERS BOURBON WHISKEY 10YR,100,AIKO IMPORTERS INC,750,6,1,10,117,09/01/2022,758890250929,,50.00,300.00,75.00,03/01/2024
25120,SINGLE MALT SCOTCH,STONE IMPERIAL WHISKEY,566,"FOUNDRY DISTILLING COMPANY, LLC",750,6,1,30,127,11/01/2022,850826008625,10083664874139,55.14,330.84,82.71,03/01/2024
2511,TEMPORARY & SPECIALTY PACKAGES,DI AMORE AMARETTO W/2 GLASSES,421,SAZERAC COMPANY  INC,750,6,1,0,42,10/01/2020,82928399824,,6.00,36.00,9.00,03/01/2024
25132,STRAIGHT BOURBON WHISKIES,RUSTIC RIVER RESERVE KENTUCKY STRAIGHT BOURBON WHISKEY,747,GREEN RIVER DISTILLING COMPANY,750,12,1,4,92,09/01/2022,810735017736,,16.84,202.08,25.26,03/01/2024
25140,STRAIGHT RYE WHISKIES,MR. PEABODY SMALL BATCH RYE WHISKEY,663,"DUMBASS WHISKEY, LLC",750,12,1,0,90,11/01/2022,645871303685,,11.54,138.48,17.31,03/01/2024
25141,STRAIGHT BOURBON WHISKIES,MR. PEABODY SMALL BATCH BOURBON WHISKEY,663,"DUMBASS WHISKEY, LLC",750,12,1,0,90,11/01/2022,645871303647,,10.79,129.48,16.19,03/01/2024
25142,STRAIGHT BOURBON WHISKIES,MR. PEABODY SMALL BATCH BOURBON WHISKEY,663,"DUMBASS WHISKEY, LLC",1750,6,1,0,90,11/01/2022,645871303609,,20.83,124.98,31.25,03/01/2024
25121,IOWA SPIRITS MANUFACTURERS,METHANOL MOONSHINE PEACH WHISKEY,594,"AMERICAN HERITAGE DISTILLERS, LLC / CENTURY FARMS DISTILLERY",750,12,1,0,70,04/01/2023,850036337102,10083664874139,16.00,192.00,24.00,03/01/2024
25145,STRAIGHT RYE WHISKIES,REDNECK SMALL BATCH RYE WHISKEY,663,"DUMBASS WHISKEY, LLC",750,12,1,0,80,11/01/2022,645871303548,,11.54,138.48,17.31,03/01/2024
25148,STRAIGHT RYE WHISKIES,TOMS GOOD LOVIN SMALL BATCH RYE WHISKEY,663,"DUMBASS WHISKEY, LLC",750,12,1,0,90,11/01/2022,719104144526,,16.66,199.92,24.99,03/01/2024
25149,SINGLE MALT SCOTCH,SIXTH GLASS,566,"FOUNDRY DISTILLING COMPANY, LLC",750,6,1,29,100,08/01/2022,850826008601,,30.33,181.98,45.50,03/01/2024
25150,SINGLE MALT SCOTCH,AXE MAN WHISKEY,566,"FOUNDRY DISTILLING COMPANY, LLC",750,6,1,28,96,08/01/2022,850826008410,,30.33,181.98,45.50,03/01/2024
25144,TEMPORARY & SPECIALTY PACKAGES,REDNECK RIVIERA WHISKEY LIMITED EDITION,368,PARK STREET IMPORTS,750,6,1,0,80,09/01/2022,850424002766,,12.00,72.00,18.00,03/01/2024
25153,TEMPORARY & SPECIALTY PACKAGES,COLLECTORS EDITION AIRPLANE BOURBON,100,AIKO IMPORTERS INC,1000,1,2,0,80,09/01/2022,787269006515,,215.00,215.00,322.50,03/01/2024
25160,TEMPORARY & SPECIALTY PACKAGES,COLLECTORS EDITION ANTIQUE CAR BOURBON,100,AIKO IMPORTERS INC,1000,1,2,0,80,09/01/2022,787269006522,,215.00,215.00,322.50,03/01/2024
25162,TEMPORARY & SPECIALTY PACKAGES,COLLECTORS EDITION RACE CAR BOURBON,100,AIKO IMPORTERS INC,750,1,6,0,80,09/01/2022,787269027091,,315.00,315.00,472.50,03/01/2024
25164,TEMPORARY & SPECIALTY PACKAGES,COLLECTORS EDITION REVOLVER BOURBON,100,AIKO IMPORTERS INC,375,1,6,0,80,09/01/2022,20357122682,,270.00,270.00,405.00,03/01/2024
25165,TEMPORARY & SPECIALTY PACKAGES,SLIPKNOT NO 9 RED CASK,125,CEDAR RIDGE VINEYARDS LL,750,6,1,4,96,01/01/2024,850029721116,,25.00,150.00,37.50,03/01/2024
25177,STRAIGHT RYE WHISKIES,CEDAR RIDGE BOTTLED IN BOND RYE WHISKEY,125,CEDAR RIDGE VINEYARDS LL,750,6,1,4,100,06/01/2022,850029721079,,25.00,150.00,37.50,03/01/2024
25183,STRAIGHT RYE WHISKIES,COALITION KENTUCKY STRAIGHT RYE WHISKEY PAUILLAC BARRIQUES,368,PARK STREET IMPORTS,750,6,1,0,93,07/01/2022,850029721079,,37.50,225.00,56.25,03/01/2024
25185,STRAIGHT RYE WHISKIES,COALITION KENTUCKY STRAIGHT RYE IN SAUTERNES BARRIQUES,368,PARK STREET IMPORTS,750,6,1,0,94,07/01/2022,787269006515,,37.50,225.00,56.25,03/01/2024
25187,STRAIGHT RYE WHISKIES,COALITION KENTUCKY STRAIGHT RYE WHISKEY BARREL PROOF,368,PARK STREET IMPORTS,750,6,1,0,109,07/01/2022,850029721079,,53.50,321.00,80.25,03/01/2024
25166,TEMPORARY & SPECIALTY PACKAGES,THE PEACEKEEPER BOURBON,100,AIKO IMPORTERS INC,750,3,1,0,80,09/01/2022,787269071803,,80.00,240.00,120.00,03/01/2024
25215,STRAIGHT RYE WHISKIES,ELIJAH CRAIG RYE,259,HEAVEN HILL BRANDS,1750,6,1,0,94,04/01/2022,96749003976,,32.50,195.00,48.75,03/01/2024
25231,STRAIGHT RYE WHISKIES,ELVIS STRAIGHT RYE WHISKEY,368,PARK STREET IMPORTS,750,6,1,0,90,08/01/2023,810020890174,10083664874139,21.33,127.98,32.00,03/01/2024
25234,STRAIGHT RYE WHISKIES,COALITION STRAIGHT RYE WHISKEY MARGAUX BARRIQUES,368,PARK STREET IMPORTS,750,6,1,0,91,07/01/2022,850029721079,,37.50,225.00,56.25,03/01/2024
25235,STRAIGHT RYE WHISKIES,KOOPER FAMILY RYE,588,"KOOPER DISTILLING, LLC",750,6,1,3,90,02/01/2022,864903000105,,29.50,177.00,44.25,03/01/2024
25242,STRAIGHT RYE WHISKIES,RUDDELLS MILL KENTUCKY STRAIGHT RYE WHISKEY,557,"WORLDWIDE LIBATIONS, LLC",750,6,1,0,94,07/01/2023,850030595027,10083664874139,25.00,150.00,37.50,03/01/2024
25251,BLENDED WHISKIES,WHISKEYSMITH BLOOD ORANGE FLAVORED WHISKEY,536,OLD ELK DISTILLERIES LLC,750,12,1,0,60,04/01/2022,852045007571,,11.50,138.00,17.25,03/01/2024
25257,BLENDED WHISKIES,WHISKEYSMITH SALTED CARAMEL FLAVORED WHISKEY,536,OLD ELK DISTILLERIES LLC,750,12,1,0,60,07/01/2021,852045007496,,11.50,138.00,17.25,03/01/2024
25293,STRAIGHT RYE WHISKIES,OREGON SPIRIT DISTILLERS STRAIGHT AMERICAN RYE WHISKEY,336,MAVERICK SPIRIT LLC / OREGON SPIRIT DISTILLERS,750,6,1,4,90,08/01/2023,852679823691,10083664874139,27.00,162.00,40.50,03/01/2024
25189,STRAIGHT RYE WHISKIES,CM 5YR OBTAINIUM RYE WHISKEY,525,CATS EYE DISTILLERY,750,6,1,5,113,05/01/2022,855810007233,,34.00,204.00,51.00,03/01/2024
25388,STRAIGHT RYE WHISKIES,UNCLE NEAREST STRAIGHT RYE WHISKEY,368,PARK STREET IMPORTS,750,6,1,0,100,05/01/2022,40232639210,,29.33,175.98,44.00,03/01/2024
25393,STRAIGHT RYE WHISKIES,RABBIT HOLE BOXERGRAIL,370,PERNOD RICARD USA,200,24,1,15,95,03/01/2024,856581006197,10083664874139,9.99,239.76,14.99,03/01/2024
25346,TEMPORARY & SPECIALTY PACKAGES,WESTWARD CASK STRENGTH 125 WHISKEY,368,PARK STREET IMPORTS,750,6,1,0,125,06/01/2023,853507000291,,50.00,300.00,75.00,03/01/2024
25451,BLENDED WHISKIES,YELLOW ROSE PREMIUM AMERICAN WHISKEY,368,PARK STREET IMPORTS,750,6,1,0,80,04/01/2022,857186006063,,17.49,104.94,26.24,03/01/2024
25418,STRAIGHT RYE WHISKIES,TEMPLETON RYE SHERRY CASK FINISH,255,INFINIUM SPIRITS,750,6,1,0,92,10/01/2021,720815922334,,24.99,149.94,37.49,03/01/2024
25459,TEMPORARY & SPECIALTY PACKAGES,SLIPKNOT LIMITED EDITION ANNIVERSARY IOWA LABEL WHISKEY,125,CEDAR RIDGE VINEYARDS LL,750,6,1,0,103,10/01/2021,850029721024,,25.00,150.00,37.50,03/01/2024
25473,TEMPORARY & SPECIALTY PACKAGES,TRAVERSE CITY WHISKEY CO. BARREL PROOF WHEAT WHISKEY,428,"TRAVERSE CITY WHISKEY CO / TCWC, LLC",750,6,1,5,120,08/01/2022,859122005505,,42.50,255.00,63.75,03/01/2024
25480,IOWA SPIRITS MANUFACTURERS,RED FOX BLENDED WHISKEY DISCO,229,DEHNER DISTILLERY,750,12,1,0,80,05/01/2020,858506004332,,3.50,42.00,5.25,03/01/2024
25481,IOWA SPIRITS MANUFACTURERS,RED FOX BLENDED WHISKEY DISCO,229,DEHNER DISTILLERY,1000,12,1,0,80,05/01/2020,858506004349,,4.39,52.68,6.59,03/01/2024
25511,STRAIGHT BOURBON WHISKIES,REDNECK SMALL BATCH BOURBON WHISKEY,663,"DUMBASS WHISKEY, LLC",1750,6,1,0,80,11/01/2022,645871303494,,20.83,124.98,31.25,03/01/2024
25482,IOWA SPIRITS MANUFACTURERS,RED FOX BLENDED WHISKEY DISCO,229,DEHNER DISTILLERY,1750,6,1,0,80,05/01/2020,858506004356,,7.33,43.98,11.00,03/01/2024
25512,STRAIGHT BOURBON WHISKIES,ARTISAN GRAIN SMALL BATCH BOURBON,659,"BUCKTOWN DISTILLING CO., LLC / ARTISAN GRAIN DISTILLERY",750,6,1,6,86,08/01/2021,158932454122,,27.00,162.00,40.50,03/01/2024
25519,STRAIGHT BOURBON WHISKIES,REDNECK SMALL BATCH BOURBON WHISKEY,663,"DUMBASS WHISKEY, LLC",750,12,1,0,80,11/01/2022,645871303449,,10.79,129.48,16.19,03/01/2024
25517,TEMPORARY & SPECIALTY PACKAGES,FEW SPIRITS STRAIGHT AMERICAN WHISKEY,259,HEAVEN HILL BRANDS,750,6,1,0,93,09/01/2022,810046140130,10083664874139,22.50,135.00,33.75,03/01/2024
25601,BLENDED WHISKIES,SEAGRAMS 7 CROWN MINI,260,DIAGEO AMERICAS,50,12,10,0,80,11/01/1985,87000003262,,6.17,74.04,9.26,03/01/2024
25603,BLENDED WHISKIES,SEAGRAMS 7 CROWN,260,DIAGEO AMERICAS,200,24,1,0,80,04/01/1988,87000007352,,1.99,47.76,2.99,03/01/2024
25604,BLENDED WHISKIES,SEAGRAMS 7 CROWN,260,DIAGEO AMERICAS,375,12,1,0,80,07/01/1985,87000007659,,3.50,42.00,5.25,03/01/2024
25606,BLENDED WHISKIES,SEAGRAMS 7 CROWN,260,DIAGEO AMERICAS,750,12,1,0,80,08/01/1974,87000007338,,7.50,90.00,11.25,03/01/2024
25607,BLENDED WHISKIES,SEAGRAMS 7 CROWN,260,DIAGEO AMERICAS,1000,12,1,0,80,05/01/1984,87000007321,,8.49,101.88,12.74,03/01/2024
25608,BLENDED WHISKIES,SEAGRAMS 7 CROWN,260,DIAGEO AMERICAS,1750,6,1,0,80,05/01/1977,87000700703,,13.99,83.94,20.99,03/01/2024
25614,BLENDED WHISKIES,FIELD OF DREAMS WHISKEY,911,FIELD OF DREAMS BEVERAGE COMPANY LLC,750,6,1,0,93,07/01/2023,860009747722,10083664874139,40.00,240.00,60.00,03/01/2024
25616,BLENDED WHISKIES,SEAGRAMS 7 CROWN PET FLASK,260,DIAGEO AMERICAS,750,12,1,0,80,10/01/1998,87000003385,,7.50,90.00,11.25,03/01/2024
25535,STRAIGHT RYE WHISKIES,TEMPLETON RYE STOUT CASK FINISH,255,INFINIUM SPIRITS,750,6,1,0,92,08/01/2022,720815922631,,25.99,155.94,38.99,03/01/2024
25651,STRAIGHT BOURBON WHISKIES,SIR WINSTON WHEATED BOURBON,578,S&B FARMS DISTILLERY,750,6,1,0,83,04/01/2024,856750008311,10083664874139,22.23,133.38,33.35,03/01/2024
25652,TEMPORARY & SPECIALTY PACKAGES,GREEN FROG DISTILLERY PEAR FLAVORED WHISKEY,549,"GREEN FROG DISTILLERY, LLC",750,6,1,1,70,04/01/2024,853938008125,10083664874139,20.00,120.00,30.00,03/01/2024
25759,IOWA SPIRITS MANUFACTURERS,CENTURY FARMS UNAGED HIGH PROOF CORN WHISKEY,594,"AMERICAN HERITAGE DISTILLERS, LLC / CENTURY FARMS DISTILLERY",750,6,1,0,125,02/01/2024,850036337256,10083664874139,15.00,90.00,22.50,03/01/2024
258,CREAM LIQUEURS,RUMCHATA GOCHATAS,205,E & J GALLO WINERY,100,1,60,0,28,10/01/2015,890355001094,,100.00,100.00,150.00,03/01/2024
25866,BLENDED WHISKIES,STONE BREAKER,552,"RESTLESS SPIRITS DISTILLING COMPANY, LLC",750,6,1,0,92,09/01/2018,863692000204,,22.50,135.00,33.75,03/01/2024
25877,BLENDED WHISKIES,SUNNY BROOK BLEND WHISKEY,065,JIM BEAM BRANDS,1000,12,1,0,80,12/01/1987,80686479208,,5.00,60.00,7.50,03/01/2024
25878,BLENDED WHISKIES,SUNNY BROOK BLEND WHISKEY,065,JIM BEAM BRANDS,1750,6,1,0,80,02/01/1977,80686479109,,8.00,48.00,12.00,03/01/2024
25783,TEMPORARY & SPECIALTY PACKAGES,WHISTLEPIG CAMPSTOCK WHEAT WHISKEY,214,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,750,6,1,0,86,03/01/2024,810080551091,10083664874139,36.50,219.00,54.75,03/01/2024
25896,TENNESSEE WHISKIES,PARDI BATCH TENNESSEE WHISKEY,906,MAXIMILLION INC,750,6,1,2,80,06/01/2023,860004139485,10083664874139,18.00,108.00,27.00,03/01/2024
25893,TENNESSEE WHISKIES,JACK DANIELS MCLAREN EDITION 2,085,BROWN FORMAN CORP.,1000,12,1,0,80,02/01/2024,82184007037,10083664874139,21.85,262.20,32.78,03/01/2024
25940,STRAIGHT RYE WHISKIES,REBEL STRAIGHT RYE 100,434,LUXCO INC,750,6,1,0,100,06/01/2023,88352139685,10083664874139,12.00,72.00,18.00,03/01/2024
25941,STRAIGHT RYE WHISKIES,ELIJAH CRAIG RYE,259,HEAVEN HILL BRANDS,750,12,1,0,94,04/01/2024,96749002733,10083664874139,17.50,210.00,26.25,03/01/2024
25936,STRAIGHT RYE WHISKIES,REVELTON RYE,654,REVELTON DISTILLING COMPANY,750,6,1,0,94,10/01/2023,810043692014,10083664874139,22.50,135.00,33.75,03/01/2024
25980,TENNESSEE WHISKIES,ELVIS STRAIGHT TENNESSEE WHISKEY,368,PARK STREET IMPORTS,750,6,1,0,90,08/01/2023,810020890273,10083664874139,21.33,127.98,32.00,03/01/2024
25949,TEMPORARY & SPECIALTY PACKAGES,CM THE MAGI BLENDED RYE WHISKEY,525,CATS EYE DISTILLERY,750,6,1,0,107,01/01/2024,855810007431,10083664874139,69.00,414.00,103.50,03/01/2024
25981,TEMPORARY & SPECIALTY PACKAGES,UNCLE NEAREST SINGLE BARREL PREMIUM WHISKEY,368,PARK STREET IMPORTS,750,6,1,0,120,02/01/2024,40232639203,10083664874139,48.00,288.00,72.00,03/01/2024
25984,TENNESSEE WHISKIES,JACK DANIELS 12YR,085,BROWN FORMAN CORP.,700,6,1,0,107,02/01/2024,82184007044,10083664874139,47.60,285.60,71.40,03/01/2024
25990,BLENDED WHISKIES,TX BLENDED WHISKEY,370,PERNOD RICARD USA,750,6,1,0,82,04/01/2021,858379003005,,17.99,107.94,26.99,03/01/2024
25992,BLENDED WHISKIES,TX BLENDED WHISKEY,370,PERNOD RICARD USA,1750,6,1,0,82,08/01/2020,858379003012,,42.17,253.02,63.26,03/01/2024
25988,TENNESSEE WHISKIES,JACK DANIELS TWICE BARRELED SPECIAL RELEASE,085,BROWN FORMAN CORP.,700,6,1,0,100,01/01/2023,82184006504,10083664874139,37.50,225.00,56.25,03/01/2024
25995,TEMPORARY & SPECIALTY PACKAGES,OID EZRA 7YR RYE,434,LUXCO INC,750,6,1,7,114,03/01/2024,88352139630,10083664874139,40.00,240.00,60.00,03/01/2024
26010,IRISH WHISKIES,KEEPERS HEART IRISH AND BOURBON WHISKEY,305,MHW LTD,700,6,1,0,92,08/01/2022,850030494108,,20.00,120.00,30.00,03/01/2024
25999,TEMPORARY & SPECIALTY PACKAGES,BP KEEPERS HEART IRISH + AMERICAN FINISHED IN A STOUT BARREL,305,MHW LTD,700,6,1,0,110,08/01/2023,850030494139,10083664874139,30.00,180.00,45.00,03/01/2024
26025,TEMPORARY & SPECIALTY PACKAGES,CLEAR WATER DISTILLING 2006 14YR AGED LIGHT WHISKEY,780,CLEAR WATER DISTILLING CO,750,6,1,14,90,05/01/2022,850015171130,,86.67,520.02,130.01,03/01/2024
26027,STRAIGHT RYE WHISKIES,CLEAR WATER DISTILLING 5 YR BARREL STRENGTH RYE WHISKEY,780,CLEAR WATER DISTILLING CO,750,6,1,5,117,05/01/2022,850015171017,,46.66,279.96,69.99,03/01/2024
26028,CORN WHISKIES,SCANDALUST CINNAMON WHISKEY,780,CLEAR WATER DISTILLING CO,750,6,1,0,80,05/01/2022,850015171161,,20.66,123.96,30.99,03/01/2024
26026,TEMPORARY & SPECIALTY PACKAGES,CLEAR WATER DISTILLING 2007 AGED LIGHT WHISKEY,780,CLEAR WATER DISTILLING CO,750,6,1,14,94,05/01/2022,850015171178,,96.67,580.02,145.01,03/01/2024
26062,BLENDED WHISKIES,DEVILS SISTER APPLE,758,DELUXE WINE & SPIRITS CO / MOLDOVA DELUXE,750,12,1,0,70,04/01/2022,860004432937,,15.00,180.00,22.50,03/01/2024
26063,BLENDED WHISKIES,DEVILS SISTER PEACH,758,DELUXE WINE & SPIRITS CO / MOLDOVA DELUXE,750,12,1,0,70,04/01/2022,860004432920,,15.00,180.00,22.50,03/01/2024
26061,TEMPORARY & SPECIALTY PACKAGES,DEVILS SISTER KENTUCKY 5YR,758,DELUXE WINE & SPIRITS CO / MOLDOVA DELUXE,750,12,1,5,80,04/01/2022,860004432913,,15.00,180.00,22.50,03/01/2024
26067,IOWA SPIRITS MANUFACTURERS,CM COLD ZERO WHISKEY,125,CEDAR RIDGE VINEYARDS LL,750,6,1,0,92,03/01/2022,850029721086,,20.00,120.00,30.00,03/01/2024
26083,AMERICAN DISTILLED SPIRITS SPECIALTY,COPPER STILL PEANUT BUTTER FLAVORED WHISKY,752,COPPER STILL DISTILLERY,750,12,1,0,85,02/01/2022,850030365019,,20.00,240.00,30.00,03/01/2024
26085,BLENDED WHISKIES,BIRD DOG HONEY FLAVORED WHISKEY,492,WESTERN SPIRITS BEVERAGE,750,6,1,0,80,05/01/2022,812459015487,,11.50,69.00,17.25,03/01/2024
26087,BLENDED WHISKIES,BIRD DOG HONEY FLAVORED WHISKEY MINI,492,WESTERN SPIRITS BEVERAGE,50,6,10,0,80,09/01/2022,812459014947,10083664874139,5.00,30.00,7.50,03/01/2024
26094,AMERICAN DISTILLED SPIRITS SPECIALTY,COPPER STILL CHERRY FLAVORED WHISKY,752,COPPER STILL DISTILLERY,750,12,1,0,85,04/01/2022,80686479109,,20.00,240.00,30.00,03/01/2024
26073,TEMPORARY & SPECIALTY PACKAGES,OLD ELK DOUBLE WHEAT STRAIGHT WHISKEY,536,OLD ELK DISTILLERIES LLC,750,6,1,8,107,12/01/2023,850030365019,,50.00,300.00,75.00,03/01/2024
26096,TEMPORARY & SPECIALTY PACKAGES,CEDAR RIDGE DOUBLE BARREL BOURBON WHISKEY,125,CEDAR RIDGE VINEYARDS LL,750,6,1,4,105,01/01/2024,850029721062,,25.00,150.00,37.50,03/01/2024
26101,IRISH WHISKIES,KEEPERS HEARTS IRISH WHISKEY,305,MHW LTD,700,6,1,0,86,05/01/2022,850030494009,,17.50,105.00,26.25,03/01/2024
26097,TENNESSEE WHISKIES,JACOBS PARDON SMALL BATCH WHISKEY RECIPE #2,357,PALM BAY INTERNATIONAL,750,6,1,8,109,01/01/2022,86785010243,,50.00,300.00,75.00,03/01/2024
26102,TENNESSEE WHISKIES,JACK DANIELS 10YR,085,BROWN FORMAN CORP.,700,6,1,0,97,02/01/2024,82184007051,10083664874139,42.55,255.30,63.83,03/01/2024
26105,STRAIGHT RYE WHISKIES,BRADSHAW RYE,118,AMERICAN SPIRITS EXCHANGE,750,6,1,0,104,11/01/2021,681827905206,,24.17,145.02,36.26,03/01/2024
26104,WHISKEY LIQUEUR,HIGH WEST LIMITED SUPPLY HIGH COUNTRY AMERICAN SINGLE MALT,115,CONSTELLATION BRANDS INC,750,6,1,0,88,12/01/2023,86003267084,,40.00,240.00,60.00,03/01/2024
26123,IOWA SPIRITS MANUFACTURERS,KYODIE RAVIN APPLE WHISKEY,626,JDSO INC / RED BOOT DISTILLERY,750,6,1,0,70,12/01/2021,742832076296,,13.00,78.00,19.50,03/01/2024
26142,STRAIGHT RYE WHISKIES,RANCH ROAD RYE WHISKEY,661,BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY,750,6,1,30,80,07/01/2021,859524004779,,23.33,139.98,35.00,03/01/2024
26143,STRAIGHT RYE WHISKIES,HIGH WEST DOUBLE RYE WHISKEY,115,CONSTELLATION BRANDS INC,1750,3,1,0,92,10/01/2022,86003267206,10083664874139,35.00,105.00,52.50,03/01/2024
26148,STRAIGHT BOURBON WHISKIES,SOLDIER VALLEY LEE GREENWOOD BOURBON,315,PATRIARCH DISTILLERS LLC / SOLDIER VALLEY SPIRITS,750,6,1,0,90,05/01/2022,858478005115,,28.00,168.00,42.00,03/01/2024
26149,CORN WHISKIES,SOLDIER VALLEY LEE GREENWOOD WHISKEY,315,PATRIARCH DISTILLERS LLC / SOLDIER VALLEY SPIRITS,750,6,1,0,86,05/01/2022,858478005139,,16.00,96.00,24.00,03/01/2024
26150,TENNESSEE WHISKIES,GEORGE DICKEL BOURBON,260,DIAGEO AMERICAS,750,12,1,0,90,06/01/2023,82000802198,10083664874139,16.49,197.88,24.74,03/01/2024
26160,BLENDED WHISKIES,BIRD DOG APPLE MINI,492,WESTERN SPIRITS BEVERAGE,50,6,10,0,80,08/01/2021,812459012912,,5.00,30.00,7.50,03/01/2024
26162,BLENDED WHISKIES,BIRD DOG BLACKBERRY MINI,492,WESTERN SPIRITS BEVERAGE,50,6,10,0,80,08/01/2021,812459010000,,5.00,30.00,7.50,03/01/2024
26164,BLENDED WHISKIES,BIRD DOG BLACK CHERRY MINI,492,WESTERN SPIRITS BEVERAGE,50,6,10,0,80,07/01/2021,812459014411,,5.00,30.00,7.50,03/01/2024
26172,BLENDED WHISKIES,BIRD DOG PEACH MINI,492,WESTERN SPIRITS BEVERAGE,50,6,10,0,80,11/01/2021,812459010697,,5.00,30.00,7.50,03/01/2024
26174,BLENDED WHISKIES,BIRD DOG PEANUT BUTTER FLAVORED WHISKEY MINI,492,WESTERN SPIRITS BEVERAGE,50,6,10,0,80,09/01/2022,812459014626,10083664874139,5.00,30.00,7.50,03/01/2024
26176,BLENDED WHISKIES,BIRD DOG STRAWBERRY MINI,492,WESTERN SPIRITS BEVERAGE,50,6,10,0,80,08/01/2021,812459013902,,5.00,30.00,7.50,03/01/2024
26125,TEMPORARY & SPECIALTY PACKAGES,THE QUINTESSENTIAL SINGLE CASK SERIES,125,CEDAR RIDGE VINEYARDS LL,750,6,1,5,118,12/01/2023,850029721048,10083664874139,35.00,210.00,52.50,03/01/2024
26185,TEMPORARY & SPECIALTY PACKAGES,HOOTEN YOUNG AMERICAN WHISKEY 12YR,755,WINESOURCE INTERNATIONAL INC.,750,6,1,12,92,01/01/2024,860002533100,,37.58,225.48,56.37,03/01/2024
26187,IOWA SPIRITS MANUFACTURERS,GUIDANCE WHISKEY,626,JDSO INC / RED BOOT DISTILLERY,750,6,1,2,80,03/01/2021,704831593563,,25.00,150.00,37.50,03/01/2024
26189,TEMPORARY & SPECIALTY PACKAGES,HOOTEN YOUNG BARREL PROOF AMERICAN WHISKEY 15YR,755,WINESOURCE INTERNATIONAL INC.,750,6,1,15,125,01/01/2024,860004748090,,55.12,330.72,82.68,03/01/2024
26205,AMERICAN DISTILLED SPIRITS SPECIALTY,WHICKED PICKLE FLAVORED WHISKEY,300,MCCORMICK DISTILLING CO.,750,12,1,0,70,04/01/2021,85592163951,,9.99,119.88,14.99,03/01/2024
26210,BLENDED WHISKIES,WHISKEYSMITH CHOCOLATE FLAVORED WHISKEY,536,OLD ELK DISTILLERIES LLC,750,12,1,0,60,07/01/2021,852045007373,,11.50,138.00,17.25,03/01/2024
26196,STRAIGHT RYE WHISKIES,TEMPLETON 10YR SINGLE BARREL RYE,255,INFINIUM SPIRITS,750,6,1,10,104,04/01/2021,720815922136,,45.09,270.54,67.64,03/01/2024
26220,STRAIGHT BOURBON WHISKIES,JEPPSONS BOURBON,641,CH DISTILLERY / 773 LLC,750,12,1,4,100,09/01/2020,850995005845,,13.34,160.08,20.01,03/01/2024
26217,TEMPORARY & SPECIALTY PACKAGES,GREEN FROG DISTILLERY CRANBERRY FLAVORED CORN WHISKEY,549,"GREEN FROG DISTILLERY, LLC",750,6,1,0,60,12/01/2021,853938008088,,20.00,120.00,30.00,03/01/2024
26231,TEMPORARY & SPECIALTY PACKAGES,SIR WINSTON WHEAT,578,S&B FARMS DISTILLERY,750,6,1,0,80,10/01/2023,856750008274,,15.50,93.00,23.25,03/01/2024
